妳	2085
妴	341
妵	265
妶	384
妷	497
妸	568
妹	3306
妺	502
妻	2256
妼	335
妽	335
妾	1159
妿	278
娀	380
威	3184
娂	268
娃	2622
娄	1033
娅	1228
娆	642
娇	1707
娈	514
娉	640
娊	303
娋	265
娌	569
娍	427
娎	238
娏	285
娐	237
娑	689
娒	340
娓	615
娔	310
娕	419
娖	419
娗	320
娘	4421
娙	291
娚	566
娜	2791
娝	414
娞	254
娟	1743
娠	453
娡	389
娢	293
娣	837
娤	502
娥	1216
娦	303
娧	245
娨	235
娩	476
娪	465
娫	355
娬	363
娭	442
娮	397
娯	436
娰	353
娱	1117
娲	605
娳	279
娴	1374
娵	345
娶	2368
娷	401
娸	484
娹	322
娺	236
娻	331
娼	737
娽	279
娾	303
娿	544
媀	322
媁	294
媂	347
媃	384
媄	567
媅	306
媆	256
媇	422
媉	388
媊	427
媋	303
媌	360
媍	302
媎	243
媏	272
媐	276
媑	305
媒	1194
媓	361
媔	503
媕	295
媖	359
媗	432
媘	240
媙	355
媚	1460
媛	1224
媜	444
媝	255
媞	684
媟	345
媠	300
媡	251
媢	325
媣	388
媤	396
媥	383
媦	402
媨	258
媩	327
媪	601
媫	376
媬	354
媭	377
媮	85
媱	374
媲	553
媳	656
媴	364
媵	468
媶	246
媷	317
媸	605
媹	380
媺	451
媻	278
媾	543
嬁	344
嬂	243
嬄	383
嬅	689
嬆	198
怀	2796
态	1640
嬉	741
怂	756
嬊	302
怃	528
怄	497
怅	643
嬍	285
怆	548
嬎	250
怇	430
嬏	252
怈	241
嬐	261
怉	308
嬑	500
怊	359
嬒	432
怋	282
嬓	234
怌	282
嬔	220
怍	466
嬕	322
怎	2714
嬖	574
怏	449
嬗	555
怐	368
嬘	253
怑	428
怒	3415
嬚	240
怓	431
嬛	569
怔	867
嬜	363
怕	23660
怖	700
嬞	463
怗	333
嬟	334
怘	329
嬠	261
怙	548
怚	269
嬢	485
怛	611
怜	1308
思	5265
嬥	266
怞	413
怟	261
嬧	336
怠	723
嬨	415
怡	1926
嬩	446
怢	283
怣	358
嬫	493
怤	436
嬬	501
急	8827
嬭	103
怦	485
嬮	440
性	25403
嬯	245
怨	1742
怩	464
嬱	314
怪	14584
嬲	959
怫	459
嬳	256
怬	224
嬴	722
怭	416
嬵	356
怮	373
嬶	423
怯	828
嬷	609
怰	269
怱	428
嬹	314
怲	245
嬺	277
怳	395
怴	279
嬼	310
怵	652
嬽	267
怶	438
嬾	423
怷	304
嬿	547
怸	200
怹	549
怺	556
总	29524
怼	645
怽	249
怿	550
宀	643
宁	6273
宂	246
它	59779
宄	558
宅	1870
宆	320
宇	3335
悀	327
守	4104
悁	327
安	12474
悂	264
宊	379
悃	481
宋	4945
悄	823
完	24942
宍	423
悆	440
宎	268
悇	412
宏	3513
悈	414
宐	371
悉	1042
悊	496
宒	339
悋	308
宓	708
悌	549
宔	534
悍	794
宕	665
悎	446
宖	305
悏	303
宗	3423
悐	270
官	5284
悑	234
宙	755
悒	477
定	15769
悓	408
宛	970
悔	1133
宜	3291
悕	515
宝	6505
悖	682
实	3966
悗	458
実	621
悘	373
宠	1948
悙	349
审	1756
悚	584
客	4920
悛	467
宣	1845
悜	386
室	6421
悝	488
宥	715
宦	767
悟	1589
宧	325
悠	1238
宨	343
悡	399
悢	479
宪	1270
患	2545
宫	3707
悤	288
宬	527
悥	364
宭	328
悦	1781
悧	415
宯	258
您	45322
宰	1554
悩	515
宱	228
悪	557
宲	280
悫	491
害	3678
悬	1594
宴	1277
悭	595
宵	877
悮	315
家	53957
悯	687
宷	262
悰	418
宸	852
悱	511
容	3111
悲	1753
宺	233
悳	704
宻	372
悴	599
宼	349
宽	4024
宾	1558
悷	288
宿	1530
悸	633
悹	328
悺	314
悻	551
悼	818
悾	488
悿	282
尀	218
封	7046
専	534
尃	349
射	3102
尅	964
将	120425
愀	639
愁	2772
尉	826
愂	238
尊	2451
愃	279
愄	320
尌	297
愅	278
愆	524
愇	295
小	92897
愈	2801
尐	823
愉	717
少	32015
愊	335
尒	680
愋	253
尓	831
愌	363
尔	3570
愍	573
尕	725
愎	540
尖	1843
意	4585
尗	432
愐	371
尘	2302
愑	393
尙	509
愒	326
尚	4754
愓	341
尛	699
愔	507
尜	597
愕	710
尝	2381
愖	305
尞	360
愗	285
尟	310
愘	340
尠	334
愙	468
愚	1206
尢	615
尣	364
尤	2100
愝	276
尥	509
愞	275
感	8365
尧	1455
愠	650
尨	467
愡	252
尩	381
愢	377
尪	460
愣	1134
尫	376
愤	913
尬	818
尭	354
愦	577
愧	918
尯	441
尰	426
愩	356
就	558574
愪	447
愫	584
尳	280
愬	529
尴	559
愭	443
尵	266
愮	466
尶	272
愯	417
愰	463
尸	2191
愱	325
尹	2245
愲	359
尺	1541
愳	363
尻	729
尼	3288
愵	261
尽	6448
愶	365
尾	2544
尿	2588
愸	187
愹	228
愺	507
愼	331
愽	457
愿	4946
岀	571
岁	11146
岂	1282
岄	483
岅	300
岆	456
岇	378
憀	329
岈	540
憁	207
岉	300
岊	383
憃	274
岋	373
憄	384
岌	504
憅	472
岍	393
憆	191
岎	247
憇	473
岏	277
憈	264
岐	869
憉	264
岑	1041
岒	314
憋	1995
岓	230
憌	203
岔	800
憍	488
岕	418
憎	821
岖	522
憏	207
岗	2101
岘	589
岚	1411
憓	396
岛	3926
憔	566
岜	595
憕	375
岝	321
岞	389
憗	278
岟	208
憘	357
岠	463
憙	449
岢	663
憛	257
岣	588
憜	387
岤	231
憝	393
岥	408
憞	314
岦	311
憟	360
岧	350
憠	218
岨	332
憡	459
岩	3520
岪	294
憣	267
岫	685
岬	635
憥	267
岭	2086
憦	233
岮	222
憧	591
岯	225
憨	911
岰	246
憩	587
岱	863
憪	324
岲	319
岳	2713
憬	640
岴	261
憭	335
岵	540
岶	263
憯	341
岷	664
憰	257
岸	1801
憱	425
岹	260
岺	406
憳	450
岻	317
憴	233
岼	451
憵	225
岽	535
憷	556
岿	491
憺	397
憻	243
憼	257
憽	254
憾	816
憿	341
崀	351
崁	446
崂	557
崃	572
崄	411
崆	602
崇	1398
崈	367
戁	462
崉	254
戂	207
崊	322
戃	229
崋	462
戄	211
崌	363
戅	292
戆	692
崎	960
崏	335
戈	1658
崐	505
戉	343
戊	875
崒	371
戋	557
崓	233
戌	746
崔	2646
戍	710
崕	467
戎	928
崖	1255
戏	5280
成	34039
崘	412
我	1191912
戒	2045
崚	553
戓	539
崛	630
崜	275
戕	510
崝	351
或	84145
崞	555
戗	511
崟	460
战	4900
戙	458
崡	445
戚	1783
戛	574
崣	305
戜	477
崤	531
戝	571
崥	401
戞	525
崦	505
戟	849
崧	612
戠	576
崨	246
戡	508
崩	1271
戢	529
崪	285
戣	481
崫	235
戤	334
戥	451
崭	677
戦	646
崮	626
崯	317
戨	466
崰	296
崱	407
截	1859
崲	356
戫	293
崳	93
戬	634
崴	753
戭	450
崵	278
戮	709
崶	435
戯	542
崷	287
崸	247
崹	311
崺	253
戳	1389
崻	229
戴	5156
崼	429
戵	199
崽	963
崾	640
户	4436
崿	345
戸	579
戹	279
戺	324
戻	499
戼	270
戽	406
戾	642
房	8348
嶀	262
嶂	638
嶃	337
嶅	520
嶆	486
技	1914
抁	218
嶉	440
抂	307
嶊	314
抃	409
嶋	542
抄	3219
嶌	449
抅	382
嶍	317
抆	353
抇	350
嶏	405
抈	328
嶐	268
抉	546
嶑	285
把	166222
嶒	485
抋	277
嶓	358
抌	315
抍	265
嶕	300
抎	323
嶖	184
抏	250
抐	305
抑	1083
嶙	544
抒	742
嶚	248
抓	8872
嶛	251
抔	507
嶜	239
投	7693
嶝	543
抖	1732
嶞	308
抗	4820
嶟	235
折	5533
抙	323
嶡	233
抚	1225
抛	3807
嶣	300
抜	508
嶤	286
抝	426
択	433
嶦	321
抟	603
抠	1151
抡	764
嶩	180
抢	8490
嶪	391
嶫	247
护	1984
嶬	235
报	12275
嶭	243
抦	432
抧	408
嶯	260
抨	482
嶰	386
抩	234
嶱	237
抪	284
嶲	386
披	1239
嶳	276
抬	100
嶴	707
抭	290
嶵	417
抮	391
抯	474
嶷	572
抰	442
抱	5629
抲	320
抳	397
嶻	271
抵	2985
抶	317
嶾	265
抷	353
抸	226
抹	1949
抺	467
抻	654
押	3354
抽	5633
抾	351
抿	815
帀	412
币	3300
市	19057
布	6349
帄	277
帅	6908
帆	1387
帇	375
挀	361
师	5965
持	4624
帉	379
挂	13672
帊	332
挃	324
帋	352
挄	280
希	2552
挅	273
帍	250
挆	246
帎	251
指	9663
帏	601
挈	534
帐	2934
按	26702
帑	487
挊	220
帒	341
挋	315
帓	342
帔	518
挍	363
帕	1780
挎	763
帖	6596
挏	253
帗	261
挐	359
帘	1918
挑	5318
帙	535
挒	406
帚	578
挓	353
帛	742
挔	266
帜	690
挕	289
帝	2524
挖	5348
帞	422
挗	336
帟	325
帠	301
挙	429
帡	398
挚	732
帢	318
挛	623
帣	254
挜	312
帤	323
挝	650
挞	639
带	39436
挟	867
帧	1588
挠	1090
帨	360
挡	2341
帩	307
挢	465
帪	348
挣	3551
挤	3149
帬	249
挥	1506
席	2273
挦	315
帮	31037
挧	312
帯	536
挨	2630
帰	541
帱	401
挪	1392
帲	293
挫	1070
挬	288
帴	422
挭	346
帵	312
挮	312
振	2301
帷	673
挰	288
常	8505
帹	448
挲	475
帺	366
挳	312
帻	473
挴	330
帼	522
挵	427
帽	1581
挶	28
帾	353
挷	349
帿	371
挸	378
挹	606
挺	21586
挻	475
挼	426
挽	1647
挿	451
庀	539
庁	451
広	580
庄	4127
庆	2958
庇	711
掀	1092
庈	345
掁	367
庉	299
掂	1041
床	5568
庋	641
庌	369
掅	335
庍	236
庎	239
掇	562
序	1629
授	1233
庐	878
掉	21526
庑	642
掊	471
庒	438
掋	347
库	6582
掌	1870
应	21211
掍	393
底	6412
掎	429
庖	656
掏	1646
店	12541
掐	1490
庘	330
掑	486
庙	1861
排	6824
庚	1437
掓	413
庛	366
掔	395
府	2576
掕	446
庝	535
掖	703
庞	1461
废	2528
掘	1062
庠	594
庡	514
庢	509
庣	461
掜	294
庤	453
掝	305
庥	624
掞	380
度	12390
掟	497
座	16908
掠	960
庨	418
庩	242
探	2602
庪	269
掣	689
掤	458
庬	260
接	18638
庭	2316
掦	304
庮	292
控	2347
庯	364
推	6151
庰	240
掩	1087
庱	231
措	1301
庲	308
掫	383
庳	411
掬	683
庴	263
掭	461
庵	1652
掮	431
庶	765
掯	327
康	4220
掰	1056
庸	981
掱	632
庹	611
掲	451
庺	180
掳	721
庻	227
掴	619
庼	317
掵	537
庽	255
庾	706
掷	984
庿	283
掸	670
掺	1032
掻	358
掼	537
掽	251
掾	532
掿	276
开	55943
弁	622
异	2179
弃	2069
弄	26131
弅	335
弆	448
弇	467
搀	710
弈	774
搁	1275
弉	315
搂	1319
弊	1152
弋	821
搄	215
弌	679
搅	1363
弍	534
弎	517
搇	262
式	12000
搈	220
弐	435
搉	332
弑	753
搊	323
搋	371
弓	2187
搌	419
引	5015
搎	246
弖	503
搏	1177
弗	1370
搐	470
弘	1551
搑	215
弙	255
搒	356
弚	495
搓	1442
弛	800
搔	761
弜	391
搕	319
弝	406
弞	226
弟	1946
搘	319
张	28350
搙	294
弡	258
搚	232
弢	558
搛	466
弣	252
搜	4475
弤	210
搝	232
弥	1715
搞	40736
弦	2437
弧	937
搠	474
弨	322
搡	535
弩	937
搢	416
弪	405
搣	447
弫	254
搤	293
弬	340
搥	78
弭	544
搦	450
弮	314
搧	537
弯	2029
搨	352
弰	374
搩	355
弱	4074
搪	620
弲	212
搫	321
搬	4500
弴	229
搭	3039
搮	291
弶	415
搰	334
弸	432
搱	315
弹	3393
搲	325
强	21401
搳	279
弻	366
搴	585
弼	738
弽	351
弾	530
搷	352
弿	307
搸	283
搹	241
携	2158
搻	336
搼	249
搽	911
搾	14
搿	522
往	11268
征	3036
徂	528
徃	484
径	1345
待	7769
徆	361
徇	558
撀	261
很	160978
撁	449
徉	514
撂	683
徊	683
撃	547
律	1510
撄	495
撅	767
徍	383
撆	246
徎	327
撇	1124
徏	300
徐	6073
撉	261
徒	1380
撋	291
従	509
撌	300
撍	309
徕	638
撎	301
徖	215
得	90228
徘	571
撑	2457
徙	722
撒	18783
徛	318
撔	278
徜	481
撕	1389
徝	405
撖	378
撗	300
徟	223
撘	442
撙	401
御	2373
撚	400
徢	219
撛	244
徣	385
撜	268
徤	352
徥	500
撞	3079
徦	532
徧	410
撠	255
徨	572
撡	253
循	1068
徫	356
撤	2288
徬	58
徭	493
撦	25
微	3832
徯	375
撨	300
徰	387
撩	937
徱	207
撪	261
徲	270
徳	661
撬	890
徴	491
播	2537
撮	1646
徶	277
撯	376
德	8041
撰	935
徸	248
撱	348
徻	545
撴	438
徼	511
撵	751
徽	1118
徾	259
撷	597
撸	669
撹	447
撺	452
撼	796
撽	273
攀	1252
攁	294
攂	234
攃	403
攅	274
攇	241
攈	271
攉	403
攊	255
攌	212
攍	250
攎	245
攐	208
攑	215
攒	1709
攓	196
攕	272
攗	222
攘	644
攞	605
攟	373
攠	416
攡	264
攥	774
攦	353
攧	338
攨	285
攩	313
攫	582
攭	286
攮	450
支	4265
攰	657
攱	384
攲	362
攳	201
攴	627
攵	620
收	17737
攷	113
攸	742
改	28283
攺	471
攻	2669
攼	308
攽	364
放	26912
政	2249
斀	247
斁	413
斄	301
文	12104
斈	329
斉	496
斊	297
斋	1522
斌	2348
斍	272
斎	503
斐	1039
斑	1748
斒	276
斓	668
斔	224
斖	288
斗	4133
斘	254
料	4360
斚	252
斛	637
斜	2109
斝	427
斞	221
斟	752
斠	375
斡	628
斢	241
斣	273
斤	2914
斥	996
斦	261
斧	962
斨	306
斩	1756
斪	258
斫	621
断	5782
斮	335
斯	4900
新	78195
斱	230
斲	387
斳	331
斴	229
斵	303
斶	342
方	13669
斺	395
斻	320
施	3477
斾	397
斿	493
昀	729
昁	258
昂	2198
昃	537
昄	366
昅	285
昆	2172
昈	273
昉	575
昊	1321
昋	299
昌	2523
昍	357
明	10778
昏	2736
昐	428
昑	330
昒	275
易	7012
